# Generated by MIB Walker
# Version 10.10.201
# 28/12/2017 04:49:49 p.m.
#
# MIB Walk of 10.12.13.2
MIB	OID	Name	Type	Value
IF-MIB	1.3.6.1.2.1.2.2.1.18.1	ifOutNUcastPkts.1	Counter32	77941825
IF-MIB	1.3.6.1.2.1.2.2.1.18.2	ifOutNUcastPkts.2	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.3	ifOutNUcastPkts.3	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.4	ifOutNUcastPkts.4	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.5	ifOutNUcastPkts.5	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.6	ifOutNUcastPkts.6	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.7	ifOutNUcastPkts.7	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.8	ifOutNUcastPkts.8	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.18.9	ifOutNUcastPkts.9	Counter32	2222674
IF-MIB	1.3.6.1.2.1.2.2.1.18.10	ifOutNUcastPkts.10	Counter32	2222324
IF-MIB	1.3.6.1.2.1.2.2.1.18.11	ifOutNUcastPkts.11	Counter32	2238702
IF-MIB	1.3.6.1.2.1.2.2.1.18.12	ifOutNUcastPkts.12	Counter32	2222216
IF-MIB	1.3.6.1.2.1.2.2.1.18.13	ifOutNUcastPkts.13	Counter32	2222382
IF-MIB	1.3.6.1.2.1.2.2.1.18.14	ifOutNUcastPkts.14	Counter32	2226414
IF-MIB	1.3.6.1.2.1.2.2.1.18.15	ifOutNUcastPkts.15	Counter32	2222469
IF-MIB	1.3.6.1.2.1.2.2.1.18.16	ifOutNUcastPkts.16	Counter32	2227350
IF-MIB	1.3.6.1.2.1.2.2.1.19.1	ifOutDiscards.1	Counter32	28
IF-MIB	1.3.6.1.2.1.2.2.1.19.2	ifOutDiscards.2	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.3	ifOutDiscards.3	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.4	ifOutDiscards.4	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.5	ifOutDiscards.5	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.6	ifOutDiscards.6	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.7	ifOutDiscards.7	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.8	ifOutDiscards.8	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.9	ifOutDiscards.9	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.10	ifOutDiscards.10	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.11	ifOutDiscards.11	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.12	ifOutDiscards.12	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.13	ifOutDiscards.13	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.14	ifOutDiscards.14	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.15	ifOutDiscards.15	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.19.16	ifOutDiscards.16	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.1	ifOutErrors.1	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.2	ifOutErrors.2	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.3	ifOutErrors.3	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.4	ifOutErrors.4	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.5	ifOutErrors.5	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.6	ifOutErrors.6	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.7	ifOutErrors.7	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.8	ifOutErrors.8	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.9	ifOutErrors.9	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.10	ifOutErrors.10	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.11	ifOutErrors.11	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.12	ifOutErrors.12	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.13	ifOutErrors.13	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.14	ifOutErrors.14	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.15	ifOutErrors.15	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.20.16	ifOutErrors.16	Counter32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.1	ifOutQLen.1	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.2	ifOutQLen.2	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.3	ifOutQLen.3	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.4	ifOutQLen.4	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.5	ifOutQLen.5	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.6	ifOutQLen.6	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.7	ifOutQLen.7	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.8	ifOutQLen.8	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.9	ifOutQLen.9	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.10	ifOutQLen.10	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.11	ifOutQLen.11	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.12	ifOutQLen.12	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.13	ifOutQLen.13	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.14	ifOutQLen.14	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.15	ifOutQLen.15	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.21.16	ifOutQLen.16	Gauge32	0
IF-MIB	1.3.6.1.2.1.2.2.1.22.1	ifSpecific.1	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.2	ifSpecific.2	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.3	ifSpecific.3	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.4	ifSpecific.4	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.5	ifSpecific.5	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.6	ifSpecific.6	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.7	ifSpecific.7	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.8	ifSpecific.8	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.9	ifSpecific.9	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.10	ifSpecific.10	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.11	ifSpecific.11	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.12	ifSpecific.12	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.13	ifSpecific.13	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.14	ifSpecific.14	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.15	ifSpecific.15	OBJECT-IDENTIFIER	0.0.0
IF-MIB	1.3.6.1.2.1.2.2.1.22.16	ifSpecific.16	OBJECT-IDENTIFIER	0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.1	statistics.1.1.1.1		1
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.2	statistics.1.1.1.2		2
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.3	statistics.1.1.1.3		3
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.4	statistics.1.1.1.4		4
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.5	statistics.1.1.1.5		5
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.6	statistics.1.1.1.6		6
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.7	statistics.1.1.1.7		7
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.8	statistics.1.1.1.8		8
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.9	statistics.1.1.1.9		9
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.10	statistics.1.1.1.10		10
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.11	statistics.1.1.1.11		11
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.12	statistics.1.1.1.12		12
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.13	statistics.1.1.1.13		13
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.14	statistics.1.1.1.14		14
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.15	statistics.1.1.1.15		15
RMON-MIB	1.3.6.1.2.1.16.1.1.1.1.16	statistics.1.1.1.16		16
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.1	statistics.1.1.2.1		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.2	statistics.1.1.2.2		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.3	statistics.1.1.2.3		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.4	statistics.1.1.2.4		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.5	statistics.1.1.2.5		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.6	statistics.1.1.2.6		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.7	statistics.1.1.2.7		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.8	statistics.1.1.2.8		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.9	statistics.1.1.2.9		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.10	statistics.1.1.2.10		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.11	statistics.1.1.2.11		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.12	statistics.1.1.2.12		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.13	statistics.1.1.2.13		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.14	statistics.1.1.2.14		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.15	statistics.1.1.2.15		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.2.16	statistics.1.1.2.16		0.0.0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.1	statistics.1.1.3.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.2	statistics.1.1.3.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.3	statistics.1.1.3.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.4	statistics.1.1.3.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.5	statistics.1.1.3.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.6	statistics.1.1.3.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.7	statistics.1.1.3.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.8	statistics.1.1.3.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.9	statistics.1.1.3.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.10	statistics.1.1.3.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.11	statistics.1.1.3.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.12	statistics.1.1.3.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.13	statistics.1.1.3.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.14	statistics.1.1.3.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.15	statistics.1.1.3.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.3.16	statistics.1.1.3.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.1	statistics.1.1.4.1		470646565
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.2	statistics.1.1.4.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.3	statistics.1.1.4.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.4	statistics.1.1.4.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.5	statistics.1.1.4.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.6	statistics.1.1.4.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.7	statistics.1.1.4.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.8	statistics.1.1.4.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.9	statistics.1.1.4.9		2527749328
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.10	statistics.1.1.4.10		3500847033
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.11	statistics.1.1.4.11		1946026354
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.12	statistics.1.1.4.12		659079418
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.13	statistics.1.1.4.13		462531855
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.14	statistics.1.1.4.14		187838802
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.15	statistics.1.1.4.15		3882784381
RMON-MIB	1.3.6.1.2.1.16.1.1.1.4.16	statistics.1.1.4.16		769169230
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.1	statistics.1.1.5.1		3847679055
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.2	statistics.1.1.5.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.3	statistics.1.1.5.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.4	statistics.1.1.5.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.5	statistics.1.1.5.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.6	statistics.1.1.5.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.7	statistics.1.1.5.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.8	statistics.1.1.5.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.9	statistics.1.1.5.9		755550739
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.10	statistics.1.1.5.10		104572823
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.11	statistics.1.1.5.11		1586319383
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.12	statistics.1.1.5.12		9899227
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.13	statistics.1.1.5.13		1174549574
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.14	statistics.1.1.5.14		541119273
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.15	statistics.1.1.5.15		2310060788
RMON-MIB	1.3.6.1.2.1.16.1.1.1.5.16	statistics.1.1.5.16		1714814445
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.1	statistics.1.1.6.1		75269447
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.2	statistics.1.1.6.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.3	statistics.1.1.6.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.4	statistics.1.1.6.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.5	statistics.1.1.6.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.6	statistics.1.1.6.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.7	statistics.1.1.6.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.8	statistics.1.1.6.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.9	statistics.1.1.6.9		1531467
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.10	statistics.1.1.6.10		1068941
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.11	statistics.1.1.6.11		69581011
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.12	statistics.1.1.6.12		849486
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.13	statistics.1.1.6.13		1345363
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.14	statistics.1.1.6.14		1920599
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.15	statistics.1.1.6.15		1082551
RMON-MIB	1.3.6.1.2.1.16.1.1.1.6.16	statistics.1.1.6.16		1383660
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.1	statistics.1.1.7.1		4516897
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.2	statistics.1.1.7.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.3	statistics.1.1.7.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.4	statistics.1.1.7.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.5	statistics.1.1.7.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.6	statistics.1.1.7.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.7	statistics.1.1.7.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.8	statistics.1.1.7.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.9	statistics.1.1.7.9		1384928
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.10	statistics.1.1.7.10		1372865
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.11	statistics.1.1.7.11		3923945
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.12	statistics.1.1.7.12		1372757
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.13	statistics.1.1.7.13		1428455
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.14	statistics.1.1.7.14		1811615
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.15	statistics.1.1.7.15		1426058
RMON-MIB	1.3.6.1.2.1.16.1.1.1.7.16	statistics.1.1.7.16		1432378
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.1	statistics.1.1.8.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.2	statistics.1.1.8.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.3	statistics.1.1.8.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.4	statistics.1.1.8.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.5	statistics.1.1.8.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.6	statistics.1.1.8.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.7	statistics.1.1.8.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.8	statistics.1.1.8.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.9	statistics.1.1.8.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.10	statistics.1.1.8.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.11	statistics.1.1.8.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.12	statistics.1.1.8.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.13	statistics.1.1.8.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.14	statistics.1.1.8.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.15	statistics.1.1.8.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.8.16	statistics.1.1.8.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.1	statistics.1.1.9.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.2	statistics.1.1.9.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.3	statistics.1.1.9.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.4	statistics.1.1.9.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.5	statistics.1.1.9.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.6	statistics.1.1.9.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.7	statistics.1.1.9.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.8	statistics.1.1.9.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.9	statistics.1.1.9.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.10	statistics.1.1.9.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.11	statistics.1.1.9.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.12	statistics.1.1.9.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.13	statistics.1.1.9.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.14	statistics.1.1.9.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.15	statistics.1.1.9.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.9.16	statistics.1.1.9.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.1	statistics.1.1.10.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.2	statistics.1.1.10.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.3	statistics.1.1.10.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.4	statistics.1.1.10.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.5	statistics.1.1.10.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.6	statistics.1.1.10.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.7	statistics.1.1.10.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.8	statistics.1.1.10.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.9	statistics.1.1.10.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.10	statistics.1.1.10.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.11	statistics.1.1.10.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.12	statistics.1.1.10.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.13	statistics.1.1.10.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.14	statistics.1.1.10.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.15	statistics.1.1.10.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.10.16	statistics.1.1.10.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.1	statistics.1.1.11.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.2	statistics.1.1.11.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.3	statistics.1.1.11.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.4	statistics.1.1.11.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.5	statistics.1.1.11.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.6	statistics.1.1.11.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.7	statistics.1.1.11.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.8	statistics.1.1.11.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.9	statistics.1.1.11.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.10	statistics.1.1.11.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.11	statistics.1.1.11.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.12	statistics.1.1.11.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.13	statistics.1.1.11.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.14	statistics.1.1.11.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.15	statistics.1.1.11.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.11.16	statistics.1.1.11.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.1	statistics.1.1.12.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.2	statistics.1.1.12.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.3	statistics.1.1.12.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.4	statistics.1.1.12.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.5	statistics.1.1.12.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.6	statistics.1.1.12.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.7	statistics.1.1.12.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.8	statistics.1.1.12.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.9	statistics.1.1.12.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.10	statistics.1.1.12.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.11	statistics.1.1.12.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.12	statistics.1.1.12.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.13	statistics.1.1.12.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.14	statistics.1.1.12.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.15	statistics.1.1.12.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.12.16	statistics.1.1.12.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.1	statistics.1.1.13.1		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.2	statistics.1.1.13.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.3	statistics.1.1.13.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.4	statistics.1.1.13.4		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.5	statistics.1.1.13.5		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.6	statistics.1.1.13.6		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.7	statistics.1.1.13.7		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.8	statistics.1.1.13.8		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.9	statistics.1.1.13.9		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.10	statistics.1.1.13.10		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.11	statistics.1.1.13.11		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.12	statistics.1.1.13.12		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.13	statistics.1.1.13.13		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.14	statistics.1.1.13.14		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.15	statistics.1.1.13.15		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.13.16	statistics.1.1.13.16		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.14.1	statistics.1.1.14.1		528999860
RMON-MIB	1.3.6.1.2.1.16.1.1.1.14.2	statistics.1.1.14.2		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.14.3	statistics.1.1.14.3		0
RMON-MIB	1.3.6.1.2.1.16.1.1.1.14.4	statistics.1.1.14.4		0
